"","x"
"14250","BVES"
"14251","FABP3"
"14252","ITGA9"
"14253","AC019186.1"
"14254","EPHB3"
"14255","GOLGA8J"
"14256","AC055764.1"
"14257","SPTBN2"
"14258","COL23A1"
"14259","SIGLEC5"
"14260","TRIM60"
"14261","TAT"
"14262","SLC29A1"
"14263","CPLX2"
"14264","ADCY10"
"14265","ABI3BP"
"14266","ABCA8"
"14267","SLC7A3"
"14268","TCTEX1D1"
"14269","CD209"
"14270","LINC00862"
"14271","PP2D1"
"14272","UNC13B"
"14273","PABPN1L"
"14274","CABP1"
"14275","BTNL8"
"14276","PPP1R3G"
"14277","GDNF"
"14278","OLFML3"
"14279","SLC6A3"
"14280","SCGB2B2"
"14281","SPDYE2B"
"14282","OR2C3"
"14283","PIR"
"14284","GPT"
"14285","NPPA"
"14286","XRCC6"
"14287","SYT2"
"14288","POU6F2"
"14289","DOCK1"
"14290","HCG22"
"14291","FAM72D"
"14292","MT-CO1"
"14293","CLDN23"
"14294","ORM2"
"14295","LHX2"
"14296","TMC7"
"14297","AC072062.1"
"14298","JPH4"
"14299","PRND"
"14300","OR52K1"
"14301","RPL19"
"14302","BEND6"
"14303","FCRL4"
"14304","OR52H1"
"14305","CYP27C1"
"14306","SRPK3"
"14307","GLP1R"
"14308","DDO"
"14309","POU2F3"
"14310","UNC80"
"14311","SLC30A3"
"14312","POTEG"
"14313","CCDC175"
"14314","HNF1B"
"14315","MYLK3"
"14316","MRAS"
"14317","PRTG"
"14318","DLK1"
"14319","CRYGD"
"14320","AC017002.2"
"14321","EPS8L3"
"14322","ANKRD45"
"14323","CPNE4"
"14324","PLAC9"
"14325","ZNF676"
"14326","MAL2"
"14327","NRARP"
"14328","ANKRD30B"
"14329","FAM225B"
"14330","AC010976.2"
"14331","SYT16"
"14332","NUPR1"
"14333","CTTNBP2NL"
"14334","SH2D4B"
"14335","OR11G2"
"14336","OPN1SW"
"14337","FZD1"
"14338","RNU6ATAC35P"
"14339","RPL29"
"14340","DMRTA1"
"14341","COL1A2"
"14342","LRRIQ1"
"14343","RYR1"
"14344","A1CF"
"14345","VWA5B1"
"14346","GHITM"
"14347","UNC5C"
"14348","TCF23"
"14349","SLC19A3"
"14350","GALNT16"
"14351","MYRIP"
"14352","RRH"
"14353","GPR37L1"
"14354","KAZALD1"
"14355","CTAGE1"
"14356","VCAN-AS1"
"14357","CYP1A2"
"14358","FGF13"
"14359","MPDZ"
"14360","RPS7"
"14361","GLIS1"
"14362","SMIM22"
"14363","IGSF23"
"14364","PLEKHG6"
"14365","SLC6A11"
"14366","OR3A3"
"14367","TEKT5"
"14368","SPRED1"
"14369","CHRNA9"
"14370","KCNJ11"
"14371","ITGBL1"
"14372","IGLON5"
"14373","MEIOB"
"14374","IGF2BP1"
"14375","AC092171.2"
"14376","GJD4"
"14377","C22orf42"
"14378","SOX2"
"14379","GRIK1-AS1"
"14380","MROH7"
"14381","LINC01031"
"14382","CSMD3"
"14383","PGBD5"
"14384","ELF5"
"14385","ATP6V0A4"
"14386","AC093802.1"
"14387","CLDN4"
"14388","IL12B"
"14389","LY6G6C"
"14390","ZNF695"
"14391","PAH"
"14392","DLX6-AS1"
"14393","LRRC8E"
"14394","TNNT2"
"14395","SPINK9"
"14396","COL4A1"
"14397","TMSB10"
"14398","PAGE2B"
"14399","LINC01095"
"14400","NCCRP1"
"14401","WEE2"
"14402","SLC16A12"
"14403","SEMA5B"
"14404","OR10H1"
"14405","SUMO1"
"14406","TRPV6"
"14407","TNNI3"
"14408","LINC00184"
"14409","SLIT1"
"14410","SPATA4"
"14411","ANKRD61"
"14412","ODF3"
"14413","RGN"
"14414","DACH2"
"14415","LRRN4CL"
"14416","ASPHD1"
"14417","LSAMP"
"14418","AC091153.4"
"14419","NXNL2"
"14420","C10orf105"
"14421","STEAP3-AS1"
"14422","GPR1"
"14423","ARHGEF15"
"14424","MAP6"
"14425","SH3RF1"
"14426","PRDM13"
"14427","TAC3"
"14428","CALB1"
"14429","C1QL3"
"14430","DPYD-AS1"
"14431","GPR88"
"14432","LIFR-AS1"
"14433","BOC"
"14434","C17orf77"
"14435","RFPL4A"
"14436","OLFML1"
"14437","PDE1A"
"14438","POTEM"
"14439","FAM180B"
"14440","SIX4"
"14441","GABRG2"
"14442","NPIPA8"
"14443","GALNT15"
"14444","PLP1"
"14445","SLC5A4"
"14446","C1QTNF1"
"14447","GPR12"
"14448","HLA-B"
"14449","WSCD2"
"14450","SPTA1"
"14451","PFKFB1"
"14452","SFTPD"
"14453","CASQ1"
"14454","ADAM21"
"14455","C1orf229"
"14456","RHPN1-AS1"
"14457","FXYD3"
"14458","WNK2"
"14459","TUBB2B"
"14460","FAM186A"
"14461","TMEM98"
"14462","NLRP11"
"14463","LINC00960"
"14464","GLIS2"
"14465","VANGL2"
"14466","VWC2"
"14467","SMOC1"
"14468","FHOD3"
"14469","TMEM51"
"14470","PMP22"
"14471","BOLL"
"14472","HHIPL1"
"14473","KNDC1"
"14474","GULP1"
"14475","BICC1"
"14476","PON1"
"14477","LINC00607"
"14478","DOC2B"
"14479","MOG"
"14480","KCNJ3"
"14481","TMEM74B"
"14482","ELN"
"14483","ZNF732"
"14484","LMOD2"
"14485","LAMA1"
"14486","CLEC4M"
"14487","SULT2A1"
"14488","THBS2"
"14489","POTEC"
"14490","ZNF474"
"14491","EMX2"
"14492","SDS"
"14493","LINC00858"
"14494","C2orf91"
"14495","KLHL41"
"14496","OR52K2"
"14497","GABRA4"
"14498","ATP2B3"
"14499","MT1H"
"14500","CCDC85A"
"14501","VWA2"
"14502","LINC00923"
"14503","PLA2R1"
"14504","NDN"
"14505","HOXB5"
"14506","AIF1L"
"14507","SH3BP4"
"14508","CGREF1"
"14509","THAP10"
"14510","DDC"
"14511","ANKS4B"
"14512","ANKRD65"
"14513","PTPRH"
"14514","LPP-AS1"
"14515","HRNR"
"14516","ATP11A-AS1"
"14517","RUNX1T1"
"14518","NPIPA3"
"14519","KIF4B"
"14520","RPS15"
"14521","IL22"
"14522","MFAP4"
"14523","ZNF366"
"14524","TSPEAR-AS1"
"14525","ZNF536"
"14526","DPYS"
"14527","PLEKHG4B"
"14528","UBA52"
"14529","OR7C1"
"14530","LINC00330"
"14531","NLRP4"
"14532","TMPRSS11B"
"14533","TGM2"
"14534","LINC00629"
"14535","DEFB1"
"14536","TDRD6"
"14537","FOXD4"
"14538","IFIT1B"
"14539","LRRC4C"
"14540","AC005616.1"
"14541","ESRP1"
"14542","SERPINF2"
"14543","IL1RL2"
"14544","C1orf210"
"14545","RPL6"
"14546","KIF25-AS1"
"14547","SEC16B"
"14548","FRAS1"
"14549","CLEC18C"
"14550","NPHS1"
"14551","LIMCH1"
"14552","EDNRB"
"14553","DPYSL3"
"14554","ASPA"
"14555","BCAT1"
"14556","COX7A1"
"14557","PCDHGA11"
"14558","PDE8B"
"14559","ZG16"
"14560","LINC01104"
"14561","LINC00642"
"14562","B3GALT1"
"14563","RAP1GAP"
"14564","ASPDH"
"14565","ATP12A"
"14566","PTPRD"
"14567","GOLGA8K"
"14568","GLYATL1"
"14569","TUSC3"
"14570","PCDHGB4"
"14571","GNG12"
"14572","RPS24"
"14573","GRM1"
"14574","SVOP"
"14575","GGT6"
"14576","WDR72"
"14577","FNDC4"
"14578","IQCJ-SCHIP1"
"14579","OCA2"
"14580","BEST3"
"14581","TMEM78"
"14582","APOBEC4"
"14583","MIP"
"14584","SLC5A9"
"14585","FOXP2"
"14586","TFF3"
"14587","TACR1"
"14588","STMN2"
"14589","TBC1D3B"
"14590","ZBTB20-AS3"
"14591","ACSBG2"
"14592","PCDHB2"
"14593","AP001626.1"
"14594","INPP5J"
"14595","LINC00266-4P"
"14596","CDH7"
"14597","CYP2B6"
"14598","SLC25A2"
"14599","FGD5"
"14600","SFTA1P"
"14601","CASR"
"14602","GOLGA6L6"
"14603","SMTNL1"
"14604","CAPNS2"
"14605","CC2D2B"
"14606","RHAG"
"14607","DRP2"
"14608","ZFHX4"
"14609","ATP1A2"
"14610","CALCR"
"14611","METTL7B"
"14612","KLHDC8A"
"14613","GJB2"
"14614","GALNT13"
"14615","TAS2R50"
"14616","EIF1"
"14617","KRTAP5-9"
"14618","DMRTC1"
"14619","CCDC169"
"14620","FLRT2"
"14621","SLC22A13"
"14622","AC004053.1"
"14623","TCN1"
"14624","FLG2"
"14625","CD164L2"
"14626","CSF3"
"14627","AC084809.2"
"14628","FAM166A"
"14629","AKR1D1"
"14630","LHX9"
"14631","LIPG"
"14632","FNDC8"
"14633","DZIP1L"
"14634","FGF12"
"14635","FBLN1"
"14636","CYP3A43"
"14637","WWTR1-AS1"
"14638","EPHA10"
"14639","ITIH2"
"14640","A2ML1"
"14641","ETV3L"
"14642","F8A2"
"14643","SLC52A3"
"14644","GRID1"
"14645","MSMB"
"14646","KCNK13"
"14647","COL6A6"
"14648","GK-AS1"
"14649","POTEF"
"14650","SATB2-AS1"
"14651","CYP2S1"
"14652","B2M"
"14653","SPRY4"
"14654","MET"
"14655","HOXA11-AS"
"14656","ARHGEF16"
"14657","PSMB11"
"14658","ZNF454"
"14659","DTNA"
"14660","RFPL3"
"14661","SRGAP2-AS1"
"14662","IL1RAPL1"
"14663","SHANK1"
"14664","ACOX2"
"14665","ENO4"
"14666","AQP4-AS1"
"14667","UGT3A2"
"14668","BTN1A1"
"14669","CTAGE15"
"14670","ALK"
"14671","GPR173"
"14672","NHLH2"
"14673","LINC00487"
"14674","ARL14EPL"
"14675","ENPP7"
"14676","MFSD6L"
"14677","MYH15"
"14678","CX3CL1"
"14679","CXCL17"
"14680","ARMC4"
"14681","GPR179"
"14682","NAALADL2-AS2"
"14683","TMC1"
"14684","FOXD4L1"
"14685","KCNE4"
"14686","TRH"
"14687","PPM1E"
"14688","MAB21L2"
"14689","ASB18"
"14690","DAND5"
"14691","RIPPLY3"
"14692","BEST2"
"14693","SLC1A6"
"14694","TUBB8"
"14695","EHF"
"14696","CSNK1G2-AS1"
"14697","ALDOB"
"14698","SPATA3"
"14699","BMP7"
"14700","AC092171.4"
"14701","COL17A1"
"14702","RD3L"
"14703","RAX2"
"14704","SLC4A9"
"14705","BCAR4"
"14706","MCCC1-AS1"
"14707","YIPF7"
"14708","KRT36"
"14709","COL4A5"
"14710","OR2A25"
"14711","PAPOLB"
"14712","HYAL4"
"14713","NKAIN2"
"14714","OR2B11"
"14715","OLFML2B"
"14716","INSRR"
"14717","NOX5"
"14718","TMEM132D"
"14719","CDRT1"
"14720","KCNG2"
"14721","TREM2"
"14722","IL34"
"14723","CGNL1"
"14724","GABBR2"
"14725","CDH8"
"14726","NALCN"
"14727","AC020743.2"
"14728","AOC1"
"14729","PPP2R2C"
"14730","LRTM1"
"14731","C20orf202"
"14732","C2CD4A"
"14733","MYRFL"
"14734","NLRP8"
"14735","RPL15"
"14736","MNX1-AS2"
"14737","CD1B"
"14738","KIRREL2"
"14739","FAM72C"
"14740","GOLGA6L1"
"14741","IL20"
"14742","CXCL13"
"14743","TAS2R60"
"14744","CNTN4"
"14745","FIGN"
"14746","ASB11"
"14747","PRTN3"
"14748","MOBP"
"14749","LIFR"
"14750","RMDN2-AS1"
"14751","PCA3"
"14752","SATL1"
"14753","ENDOU"
"14754","TCP10L2"
"14755","FAM189A2"
"14756","SMIM17"
"14757","DIRAS3"
"14758","LEMD1-AS1"
"14759","GLDN"
"14760","NPIPB7"
"14761","TMCO2"
"14762","SDC1"
"14763","RPL41"
"14764","PPP3R2"
"14765","SYNDIG1L"
"14766","GYPA"
"14767","LINC01010"
"14768","DGKB"
"14769","HEPACAM2"
"14770","OVOL1"
"14771","MUC5B"
"14772","SYTL5"
"14773","LINC00971"
"14774","CCNA1"
"14775","CTSV"
"14776","NLRP9"
"14777","SMCO3"
"14778","C1orf226"
"14779","ACMSD"
"14780","LINC00242"
"14781","SHBG"
"14782","UBE2E2-AS1"
"14783","GPC6"
"14784","SPEF1"
"14785","SLC9C2"
"14786","TWIST1"
"14787","CXCL6"
"14788","C17orf98"
"14789","SLIT2"
"14790","BDKRB2"
"14791","GHR"
"14792","IGSF3"
"14793","GUCY1A2"
"14794","POTEI"
"14795","SLC22A3"
"14796","AKNAD1"
"14797","SLC25A52"
"14798","TRIM10"
"14799","BMPR1B"
"14800","PDGFRL"
"14801","LAD1"
"14802","FAU"
"14803","AC005304.1"
"14804","ABHD12B"
"14805","DIAPH2-AS1"
"14806","KCNS1"
"14807","DMBX1"
"14808","SHANK2-AS1"
"14809","S100A1"
"14810","SLC18A1"
"14811","WARS2-IT1"
"14812","PPIC"
"14813","MMP1"
"14814","HMX2"
"14815","SLC6A1"
"14816","ASXL3"
"14817","SCN2B"
"14818","VTN"
"14819","CDH5"
"14820","RXFP1"
"14821","AHNAK2"
"14822","EPCAM"
"14823","LHFPL4"
"14824","KCNK9"
"14825","CHST6"
"14826","C4A"
"14827","PDZD9"
"14828","PPP1R1B"
"14829","NOL4"
"14830","CD200R1L"
"14831","C4BPA"
"14832","C8orf86"
"14833","CDH12"
"14834","TPT1"
"14835","SYPL2"
"14836","CRYBB1"
"14837","HEYL"
"14838","CLIC2"
"14839","AQP6"
"14840","LINC01150"
"14841","VSTM2L"
"14842","SHH"
"14843","DEFA3"
"14844","CCDC26"
"14845","HSPA12B"
"14846","TEKT4"
"14847","NAV3"
"14848","ANXA13"
"14849","NLGN1"
"14850","LTF"
"14851","OR2A42"
"14852","LINC00427"
"14853","PPFIA2"
"14854","KIAA1549L"
"14855","HTR4"
"14856","ST18"
"14857","FZD9"
"14858","C1QTNF2"
"14859","MESP2"
"14860","RPL28"
"14861","NLGN4X"
"14862","CYP3A4"
"14863","IGBP1-AS1"
"14864","PTMA"
"14865","HMCN2"
"14866","HCG9"
"14867","TJP1"
"14868","ZNF423"
"14869","SPATA25"
"14870","DLL4"
"14871","WASIR1"
"14872","PTPN21"
"14873","SLCO2B1"
"14874","LINC00964"
"14875","DPPA3"
"14876","CLSTN2"
"14877","KIF17"
"14878","NOX4"
"14879","NPC1L1"
"14880","CLDN10"
"14881","ACOT12"
"14882","FREM1"
"14883","NR5A1"
"14884","BCAR1"
"14885","RAB40A"
"14886","TARM1"
"14887","RHBDL3"
"14888","PRLHR"
"14889","SLC4A3"
"14890","NDST3"
"14891","LPA"
"14892","SLC35F1"
"14893","P2RY6"
"14894","EPN3"
"14895","MTRNR2L11"
"14896","CLDN19"
"14897","GPX8"
"14898","MGAT4C"
"14899","KRTAP5-8"
"14900","RAB17"
"14901","GFRA1"
"14902","ELAVL2"
"14903","IRX5"
"14904","TNC"
"14905","ANKRD30BL"
"14906","TTC3-AS1"
"14907","TMEM212"
"14908","FAM107A"
"14909","SEZ6L"
"14910","ADH4"
"14911","MUC13"
"14912","CSPG4"
"14913","B4GALNT1"
"14914","AC007389.3"
"14915","RGS20"
"14916","CPO"
"14917","KCNG3"
"14918","PRICKLE2-AS3"
"14919","ERC2"
"14920","LINC00652"
"14921","C2orf16"
"14922","IGSF1"
"14923","FMOD"
"14924","DMRTA2"
"14925","ST6GAL2"
"14926","ITGA8"
"14927","SEC14L3"
"14928","TMSB4X"
"14929","LINC00867"
"14930","IL12A-AS1"
"14931","PGR"
"14932","PTHLH"
"14933","IL19"
"14934","CLDN16"
"14935","NR2F1"
"14936","HEPH"
"14937","FAT1"
"14938","KRT6B"
"14939","SNTG1"
"14940","LRRC9"
"14941","ZBTB7C"
"14942","UGT2B15"
"14943","PRKG1-AS1"
"14944","NUTM2G"
"14945","LINC00485"
"14946","GCNT7"
"14947","TP53AIP1"
"14948","MYH14"
"14949","ZFPM2"
"14950","MSTN"
"14951","C10orf55"
"14952","MUC17"
"14953","AMHR2"
"14954","NCKAP5"
"14955","PPP1R1A"
"14956","GPR156"
"14957","LRP1B"
"14958","SMO"
"14959","S100A3"
"14960","USH2A"
"14961","DRD3"
"14962","AC008592.4"
"14963","AC010096.1"
"14964","PLCXD2-AS1"
"14965","KNG1"
"14966","ANKFN1"
"14967","TRNP1"
"14968","ISLR2"
"14969","TNFRSF11B"
"14970","ART5"
"14971","SERPIND1"
"14972","GPHA2"
"14973","OTOP2"
"14974","FAT3"
"14975","SLC6A2"
"14976","MYBPC1"
"14977","C4B"
"14978","PRAME"
"14979","RIMBP3B"
"14980","GNAT2"
"14981","OPRK1"
"14982","FAM217A"
"14983","TINAGL1"
"14984","SLC7A10"
"14985","NKX2-3"
"14986","FOXE1"
"14987","ADAM33"
"14988","CDH22"
"14989","EBF3"
"14990","IFNE"
"14991","LINC00608"
"14992","BLACE"
"14993","ADORA1"
"14994","PROZ"
"14995","PLCZ1"
"14996","LINC00525"
"14997","DNAH9"
"14998","ASS1"
"14999","IZUMO1"
"15000","CHI3L1"
"15001","RDH8"
"15002","BMP8A"
"15003","GAD1"
"15004","NKAIN3"
"15005","MT-CO2"
"15006","OLIG2"
"15007","LCT"
"15008","LMO1"
"15009","RPL10L"
"15010","GYG2"
"15011","PTPRT"
"15012","RDH12"
"15013","LINC00702"
"15014","FAT2"
"15015","RBM46"
"15016","INHBE"
"15017","LINC00690"
"15018","TXNDC2"
"15019","LINC00507"
"15020","CTAGE4"
"15021","CCL22"
"15022","OR52A1"
"15023","VWC2L"
"15024","CLDN20"
"15025","RCOR2"
"15026","GRIK3"
"15027","KLHL30"
"15028","HCG24"
"15029","CBS"
"15030","TFAP2A-AS1"
"15031","WFIKKN2"
"15032","RNF182"
"15033","DPYD-AS2"
"15034","ELMOD1"
"15035","IDO2"
"15036","CD5L"
"15037","ACCSL"
"15038","IGBP1-AS2"
"15039","HR"
"15040","HFM1"
"15041","TRHDE"
"15042","SPACA6P-AS"
"15043","SPATA12"
"15044","OSTN"
"15045","EFNB3"
"15046","C3orf80"
"15047","STEAP2"
"15048","PTN"
"15049","TRPV5"
"15050","MB"
"15051","CNGA4"
"15052","TSPYL6"
"15053","GLP2R"
"15054","TNFAIP8L3"
"15055","SLC25A21"
"15056","KRTAP5-10"
"15057","LINC01030"
"15058","PDLIM4"
"15059","WNT5A"
"15060","BMPER"
"15061","MYBPHL"
"15062","GABRE"
"15063","RBP4"
"15064","ZPLD1"
"15065","HAND2"
"15066","PRKAA2"
"15067","LCN15"
"15068","ZAR1L"
"15069","GSG1L"
"15070","C9orf152"
"15071","HIGD1C"
"15072","BEAN1"
"15073","CNOT10-AS1"
"15074","STMND1"
"15075","HAS1"
"15076","HTR3B"
"15077","PCOLCE2"
"15078","CYP4A22-AS1"
"15079","ATP6V0D2"
"15080","ARHGAP28"
"15081","ADGB"
"15082","TUBA3D"
"15083","SRRM3"
"15084","EDN2"
"15085","KRT222"
"15086","LINC00578"
"15087","CD300LD"
"15088","HOXA2"
"15089","FAM87A"
"15090","FJX1"
"15091","ANO2"
"15092","FOXI1"
"15093","OR4F17"
"15094","SYT7"
"15095","HTR7"
"15096","HTR3E"
"15097","GPR20"
"15098","TMPRSS15"
"15099","WNT4"
"15100","TM4SF20"
"15101","CALR3"
"15102","AJ239322.1"
"15103","XKR7"
"15104","CPB1"
"15105","RHBG"
"15106","PGC"
"15107","RHOJ"
"15108","CNTN4-AS1"
"15109","FABP2"
"15110","DSC3"
"15111","TBX3"
"15112","YBX2"
"15113","RBMS3-AS2"
"15114","HOXC8"
"15115","GSTT2B"
"15116","GCNT3"
"15117","TMEM151B"
"15118","EPO"
"15119","TTBK1"
"15120","PCDHB15"
"15121","STEAP1"
"15122","LINC00535"
"15123","OR2A1"
"15124","DCN"
"15125","GPR151"
"15126","POU4F3"
"15127","CELA2A"
"15128","EPX"
"15129","EBF2"
"15130","PI3"
"15131","MYOM3"
"15132","GJA1"
"15133","LINC01018"
"15134","IGFBP5"
"15135","LIPJ"
"15136","TMIGD1"
"15137","TMPRSS12"
"15138","ADCY5"
"15139","PROKR2"
"15140","SAMD7"
"15141","S100A16"
"15142","XDH"
"15143","SPACA3"
"15144","CYP1A1"
"15145","CELF6"
"15146","TBR1"
"15147","SLAMF9"
"15148","MMP2"
"15149","ANXA8"
"15150","SYNGR4"
"15151","TIFAB"
"15152","MAGED4B"
"15153","ERN2"
"15154","RNF180"
"15155","UNC13C"
"15156","TFAP2D"
"15157","ZNF560"
"15158","C1orf158"
"15159","CHRNB2"
"15160","C1orf105"
"15161","UBE2QL1"
"15162","FBXW12"
"15163","CCM2L"
"15164","SCN4B"
"15165","KRT80"
"15166","LINC01033"
"15167","THOC7-AS1"
"15168","POU3F2"
"15169","LINC00940"
"15170","PREX2"
"15171","PCDHB14"
"15172","AC016644.1"
"15173","OTX1"
"15174","TMEM132A"
"15175","LYVE1"
"15176","ST6GALNAC5"
"15177","DIO1"
"15178","RXFP4"
"15179","NOS2"
"15180","DAO"
"15181","MLPH"
"15182","LINC00355"
"15183","PCDHB1"
"15184","LDLRAD4-AS1"
"15185","DLX3"
"15186","POTEJ"
"15187","RNF39"
"15188","CPNE6"
"15189","AC026904.1"
"15190","CFI"
"15191","KLK11"
"15192","LRRTM4"
"15193","CDH18"
"15194","MEDAG"
"15195","AC002511.2"
"15196","CYP19A1"
"15197","AC004257.1"
"15198","UBE2Q1-AS1"
"15199","PGLYRP1"
"15200","MT-CO3"
"15201","LAMB4"
"15202","REG1A"
"15203","MCHR1"
"15204","TSPAN12"
"15205","OIT3"
"15206","CDH17"
"15207","SLCO2A1"
"15208","TMC3"
"15209","ANGPTL7"
"15210","C17orf78"
"15211","PCP4L1"
"15212","SCG3"
"15213","AC053503.4"
"15214","ZFP42"
"15215","MDGA2"
"15216","GDF6"
"15217","TENM3"
"15218","PLCB2-AS1"
"15219","FLG"
"15220","SHISA3"
"15221","MASP1"
"15222","MPPED1"
"15223","ADH6"
"15224","PPP1R1C"
"15225","FAP"
"15226","SMOC2"
"15227","EXOC3L4"
"15228","LRIG3"
"15229","MAP1LC3C"
"15230","SCG2"
"15231","BSND"
"15232","AC007126.1"
"15233","NRXN3"
"15234","CEACAM5"
"15235","ADAMTS9"
"15236","PCDH18"
"15237","OR10K1"
"15238","AC079466.1"
"15239","SH3GL3"
"15240","SLC30A10"
"15241","LINC01149"
"15242","TCP11"
"15243","FUT3"
"15244","MUC3A"
"15245","SFTPA1"
"15246","KDR"
"15247","GRHL2"
"15248","SLC38A4"
"15249","GGT2"
"15250","PAQR5"
"15251","DNAH5"
"15252","MRO"
"15253","AMER2"
"15254","SMCO2"
"15255","HTR2C"
"15256","XIRP1"
"15257","STMN4"
"15258","CADM3"
"15259","CXCL12"
"15260","ANGPTL2"
"15261","PTCHD4"
"15262","GCKR"
"15263","PROSER2-AS1"
"15264","ARX"
"15265","LMO3"
"15266","SLC22A11"
"15267","APOA2"
"15268","AKR1C4"
"15269","AC007319.1"
"15270","OR2AE1"
"15271","ARMS2"
"15272","ANXA10"
"15273","HS6ST2"
"15274","COL21A1"
"15275","SOX10"
"15276","THRSP"
"15277","MTUS2-AS1"
"15278","ESRRB"
"15279","TCEAL5"
"15280","IL22RA1"
"15281","SHANK2-AS3"
"15282","SLC24A2"
"15283","DLGAP1-AS3"
"15284","WNT8B"
"15285","AMY2A"
"15286","EMX2OS"
"15287","CCDC140"
"15288","EFNA2"
"15289","VSNL1"
"15290","SEL1L2"
"15291","PCDHGB1"
"15292","TNN"
"15293","TRIM55"
"15294","LINC01093"
"15295","SLC39A2"
"15296","LRTM2"
"15297","ROPN1B"
"15298","TIMP4"
"15299","ST7-AS2"
"15300","C1orf141"
"15301","CTAGE9"
"15302","LHCGR"
"15303","KCNS3"
"15304","FAM155B"
"15305","GLOD5"
"15306","PCDHA10"
"15307","TBC1D3G"
"15308","SEMA3F"
"15309","ACRV1"
"15310","HBE1"
"15311","FAM170B"
"15312","KCNH1"
"15313","CCDC158"
"15314","ADH1B"
"15315","IL21-AS1"
"15316","ADAMTS12"
"15317","MUSK"
"15318","CAMK2A"
"15319","DCLK1"
"15320","HEPHL1"
"15321","TNNI1"
"15322","CHST5"
"15323","VN1R2"
"15324","UNC5A"
"15325","KCNQ1-AS1"
"15326","INSL4"
"15327","KLK10"
"15328","POU3F3"
"15329","PGA5"
"15330","ANGPTL3"
"15331","AC093732.1"
"15332","MAGED4"
"15333","LINC00942"
"15334","SCN1A"
"15335","ZNF705A"
"15336","FOXL2"
"15337","PRDM7"
"15338","SPINK1"
"15339","FMO3"
"15340","C12orf71"
"15341","FCN3"
"15342","C6orf141"
"15343","NKX2-5"
"15344","BCL6B"
"15345","KRT6A"
"15346","TET2-AS1"
"15347","PRH2"
"15348","PIEZO2"
"15349","IL33"
"15350","EIF1AX-AS1"
"15351","ITIH3"
"15352","EQTN"
"15353","NCAN"
"15354","CDK15"
"15355","LINC00570"
"15356","LGI2"
"15357","SYT4"
"15358","NUTM1"
"15359","TAC4"
"15360","CCDC13-AS1"
"15361","CCDC27"
"15362","KLK4"
"15363","CEACAM8"
"15364","RGS22"
"15365","LIMS3"
"15366","RPL3L"
"15367","LINC01106"
"15368","INA"
"15369","HSFX1"
"15370","RSPO1"
"15371","LINC01102"
"15372","ASCL4"
"15373","LMX1B"
"15374","SHANK3"
"15375","IGFN1"
"15376","PURG"
"15377","SLC12A1"
"15378","GPR143"
"15379","ASCL1"
"15380","OR2W3"
"15381","TTLL6"
"15382","SRRM4"
"15383","MT1A"
"15384","CCDC8"
"15385","PGLYRP4"
"15386","ALB"
"15387","LINC01091"
"15388","PCDHB4"
"15389","SPIC"
"15390","BTNL3"
"15391","RND3"
"15392","LINC00868"
"15393","SIM1"
"15394","OTX2"
"15395","TRPC5"
"15396","FAM71B"
"15397","LINC00994"
"15398","DCC"
"15399","PGM5-AS1"
"15400","TMPRSS2"
"15401","CTAGE8"
"15402","OR2C1"
"15403","CACNA1B"
"15404","BMX"
"15405","RERG"
"15406","LINC00840"
"15407","CHRDL1"
"15408","CRH"
"15409","GNA14"
"15410","HSD11B2"
"15411","C5orf47"
"15412","DMRTC2"
"15413","PON3"
"15414","SH2D5"
"15415","SCN7A"
"15416","SLC35F4"
"15417","NGEF"
"15418","SLITRK2"
"15419","SFRP4"
"15420","KPNA7"
"15421","EFCAB14-AS1"
"15422","ANGPTL5"
"15423","DIO2"
"15424","RASAL2-AS1"
"15425","GABRP"
"15426","NOX1"
"15427","STC1"
"15428","F2"
"15429","SLC8A2"
"15430","RNF223"
"15431","C10orf90"
"15432","NANOGNB"
"15433","CYP4F11"
"15434","ZSCAN1"
"15435","PYGO1"
"15436","ABCA4"
"15437","CALHM3"
"15438","OXGR1"
"15439","HOXC9"
"15440","LINC01123"
"15441","MAB21L1"
"15442","FREM2"
"15443","RSPH6A"
"15444","ZIM2"
"15445","DZIP1"
"15446","HOXB8"
"15447","LYST-AS1"
"15448","NKX6-1"
"15449","TMPRSS11A"
"15450","AC140912.1"
"15451","TRIM63"
"15452","NLRP14"
"15453","UROC1"
"15454","PPIAL4A"
"15455","SERPINB13"
"15456","TCEAL6"
"15457","LRRC4B"
"15458","CHRND"
"15459","ERBB4"
"15460","CXCL14"
"15461","FBXW10"
"15462","SP7"
"15463","SPARCL1"
"15464","CYP4X1"
"15465","OR56A1"
"15466","GPR31"
"15467","SLC36A2"
"15468","LINC00636"
"15469","SNAP25-AS1"
"15470","PTH1R"
"15471","LINC00682"
"15472","TEDDM1"
"15473","MMP16"
"15474","HAS2"
"15475","TENM2"
"15476","RELN"
"15477","C9"
"15478","COL20A1"
"15479","KCNJ16"
"15480","SPP1"
"15481","MSI1"
"15482","INHBC"
"15483","KCNJ8"
"15484","TBC1D3C"
"15485","FXYD4"
"15486","SLC9A9-AS1"
"15487","LINC00906"
"15488","NES"
"15489","EDIL3"
"15490","LINC00707"
"15491","VSX1"
"15492","CYP4F26P"
"15493","ARR3"
"15494","SIGLECL1"
"15495","GPR158-AS1"
"15496","DCLK3"
"15497","HHLA1"
"15498","CHST1"
"15499","MATN3"
