"","x"
"12994","PAQR7"
"12995","FOXRED2"
"12996","MEIS3"
"12997","SLC22A16"
"12998","SLIRP"
"12999","GSTZ1"
"13000","GBP7"
"13001","AC226118.1"
"13002","PHB"
"13003","NNMT"
"13004","NDUFS8"
"13005","TMEM37"
"13006","THSD7A"
"13007","AF131216.5"
"13008","ETFB"
"13009","FIBCD1"
"13010","PLA2G10"
"13011","SPR"
"13012","WDR18"
"13013","KCNMA1"
"13014","PIN1"
"13015","POU4F1"
"13016","TP63"
"13017","PDIA5"
"13018","TLCD1"
"13019","HTR2A"
"13020","DLG1-AS1"
"13021","PLA2G4B"
"13022","SOGA3"
"13023","CBX3"
"13024","MRPL34"
"13025","COQ2"
"13026","DPP6"
"13027","UBE2E1"
"13028","RTN4RL1"
"13029","SLC10A5"
"13030","PCK2"
"13031","ELFN1"
"13032","ARHGEF17"
"13033","DCTN2"
"13034","PGM5"
"13035","KCNJ2-AS1"
"13036","STARD6"
"13037","NHP2"
"13038","CCT3"
"13039","PTGIS"
"13040","FAM83A"
"13041","EXOSC5"
"13042","ANKRD62"
"13043","ARHGAP23"
"13044","KIF24"
"13045","LSM3"
"13046","CYP4B1"
"13047","UCHL3"
"13048","ARL9"
"13049","VIPR1-AS1"
"13050","KCNJ9"
"13051","PAPLN"
"13052","DES"
"13053","ABRA"
"13054","SLC25A18"
"13055","KCNMB1"
"13056","PPP6C"
"13057","DCTN1-AS1"
"13058","HEBP1"
"13059","EXTL1"
"13060","RPS16"
"13061","OSGIN1"
"13062","SCHIP1"
"13063","CARD9"
"13064","PCDHGA12"
"13065","PRMT5"
"13066","IMPA2"
"13067","PRUNE2"
"13068","C4orf19"
"13069","NHSL1"
"13070","ADRM1"
"13071","RPL39"
"13072","SLC19A1"
"13073","G6PC3"
"13074","E2F7"
"13075","ADCY2"
"13076","PCNP"
"13077","CHRNA2"
"13078","DSG2"
"13079","IL26"
"13080","MLXIPL"
"13081","GADD45GIP1"
"13082","ADAMTS2"
"13083","DNPH1"
"13084","DNAH2"
"13085","ELOVL3"
"13086","SFTPB"
"13087","PPP1R26-AS1"
"13088","LRIT3"
"13089","CDH13"
"13090","CCNE1"
"13091","SPATA22"
"13092","PSMC1"
"13093","SCAND1"
"13094","AIP"
"13095","CLEC18B"
"13096","HNRNPH3"
"13097","AC009120.4"
"13098","MEAF6"
"13099","CCDC83"
"13100","EGFL6"
"13101","FAM81A"
"13102","ATCAY"
"13103","NPIPB9"
"13104","FAM224B"
"13105","HOXA6"
"13106","BEGAIN"
"13107","SAA2"
"13108","EPB41L1"
"13109","TFAP2A"
"13110","HADHB"
"13111","FH"
"13112","PCDHGA7"
"13113","TRAPPC3"
"13114","CAMK2B"
"13115","CACNA2D3"
"13116","SLC24A5"
"13117","RGPD6"
"13118","PCDHGA8"
"13119","CYP2E1"
"13120","HPRT1"
"13121","DLX4"
"13122","SYT12"
"13123","TACSTD2"
"13124","SLC46A2"
"13125","LINC00968"
"13126","PROX1"
"13127","CATSPERD"
"13128","IER3IP1"
"13129","NPIPA7"
"13130","ANLN"
"13131","PCDHGA5"
"13132","TBCA"
"13133","LRPAP1"
"13134","MT-ND4"
"13135","PAX9"
"13136","CCDC13"
"13137","CA5A"
"13138","C20orf203"
"13139","C22orf23"
"13140","MRPL54"
"13141","DCST1"
"13142","FOXC1"
"13143","TAS2R10"
"13144","GRB7"
"13145","RAB26"
"13146","SPATC1"
"13147","PPP2R1A"
"13148","FRRS1L"
"13149","HNRNPM"
"13150","FAM53B-AS1"
"13151","SLC10A4"
"13152","OTUB2"
"13153","C11orf45"
"13154","LINC01122"
"13155","NONO"
"13156","CHRNA6"
"13157","ASIC4"
"13158","CALML4"
"13159","CLEC1A"
"13160","FGF23"
"13161","EIF2A"
"13162","RYR3"
"13163","NUTM2D"
"13164","LINC00924"
"13165","RPS6KA6"
"13166","C19orf53"
"13167","LARP6"
"13168","TCN2"
"13169","CNTNAP3B"
"13170","UFC1"
"13171","NDUFS3"
"13172","RIMBP3C"
"13173","UQCR11"
"13174","AGBL5-AS1"
"13175","SLC5A10"
"13176","FAM160A1"
"13177","ZNF706"
"13178","NDUFB9"
"13179","SEC13"
"13180","KLHL33"
"13181","PAQR4"
"13182","PKD2L1"
"13183","TSKS"
"13184","PLCB4"
"13185","BIRC7"
"13186","CDK5"
"13187","MSH4"
"13188","AQP1"
"13189","PSMB8"
"13190","ATP6AP2"
"13191","HADHA"
"13192","DYNC1I1"
"13193","PCGF2"
"13194","PCDH7"
"13195","ARF5"
"13196","TMLHE-AS1"
"13197","PTPN3"
"13198","SERPINI2"
"13199","FNDC7"
"13200","ALOX15"
"13201","DCHS2"
"13202","TXNDC12"
"13203","TM4SF1"
"13204","CDC42EP1"
"13205","PSMD7"
"13206","ATP6V1B1"
"13207","DAAM2"
"13208","SEZ6L2"
"13209","NOXRED1"
"13210","CEACAM3"
"13211","NFE2L3"
"13212","MT-CYB"
"13213","SDC3"
"13214","ALDH3A1"
"13215","KCNB1"
"13216","ULBP1"
"13217","SEMA3E"
"13218","SYDE1"
"13219","NDUFA11"
"13220","SUSD5"
"13221","IL13"
"13222","DNASE1L1"
"13223","WDR49"
"13224","ARNT2"
"13225","AC004490.1"
"13226","MTRNR2L3"
"13227","GABRB3"
"13228","ITGB8"
"13229","ZNF295-AS1"
"13230","RPGRIP1"
"13231","SYCP2L"
"13232","MAGI1"
"13233","DYNLRB1"
"13234","COL9A2"
"13235","VDR"
"13236","ITPKA"
"13237","GRIN2C"
"13238","C1orf167"
"13239","B3GNT6"
"13240","UQCRC1"
"13241","NDUFS2"
"13242","ROBO4"
"13243","LINC00881"
"13244","BOP1"
"13245","SH3PXD2B"
"13246","PTGFR"
"13247","MRPS21"
"13248","KHDRBS1"
"13249","FAM20C"
"13250","PIWIL1"
"13251","UPK1B"
"13252","NTSR1"
"13253","TMEM50A"
"13254","SLC1A3"
"13255","MLF2"
"13256","RNF150"
"13257","RPEL1"
"13258","PCLO"
"13259","CSDE1"
"13260","TICRR"
"13261","HAUS4"
"13262","RAB44"
"13263","CDC25C"
"13264","OR56B1"
"13265","PUF60"
"13266","GSN-AS1"
"13267","PSMD13"
"13268","MRPS34"
"13269","NDUFA7"
"13270","CRIP3"
"13271","NYNRIN"
"13272","PGAM4"
"13273","ALPK3"
"13274","MGST3"
"13275","LRAT"
"13276","CREB3L3"
"13277","COX5A"
"13278","DYTN"
"13279","DCSTAMP"
"13280","ZSCAN10"
"13281","COL4A2"
"13282","ASB2"
"13283","HMBS"
"13284","WIPF3"
"13285","ATP1A4"
"13286","CCT5"
"13287","EXD1"
"13288","HOXA-AS3"
"13289","OSMR"
"13290","VEGFC"
"13291","PRICKLE4"
"13292","COPE"
"13293","WDR87"
"13294","PANX2"
"13295","PSMB2"
"13296","C17orf64"
"13297","LRRK1"
"13298","TMC2"
"13299","NEDD8"
"13300","USHBP1"
"13301","PLA1A"
"13302","CSNK1A1"
"13303","CA14"
"13304","STARD13"
"13305","HHIP-AS1"
"13306","UBE2N"
"13307","SOWAHD"
"13308","SCUBE1"
"13309","PTGER3"
"13310","SDHD"
"13311","GPX3"
"13312","M6PR"
"13313","EYA2"
"13314","ANKLE1"
"13315","IGSF9"
"13316","GUCY2D"
"13317","GRIN2D"
"13318","APLP1"
"13319","C17orf99"
"13320","RIBC2"
"13321","PRG2"
"13322","PTGES3"
"13323","FOXA3"
"13324","DAGLA"
"13325","PPEF2"
"13326","FSCN1"
"13327","LPAR4"
"13328","UBXN1"
"13329","GPRC5A"
"13330","CDHR4"
"13331","ZG16B"
"13332","BRK1"
"13333","ANK2"
"13334","NAA20"
"13335","GADL1"
"13336","KIAA1549"
"13337","INSC"
"13338","PPARGC1B"
"13339","FA2H"
"13340","SNRPG"
"13341","RPLP2"
"13342","GAS2L3"
"13343","BCL2L10"
"13344","OLA1"
"13345","TACR2"
"13346","C3"
"13347","CTNNA3"
"13348","PTGES"
"13349","PDE4C"
"13350","OSTN-AS1"
"13351","OLFML2A"
"13352","KCNH6"
"13353","COBL"
"13354","NDUFS6"
"13355","TEX41"
"13356","FAM215A"
"13357","PAX2"
"13358","GPC5"
"13359","CHRNA7"
"13360","TMEM147"
"13361","LDHD"
"13362","TTTY10"
"13363","TMEM125"
"13364","KCNJ6"
"13365","NUDC"
"13366","AC008277.1"
"13367","ANXA9"
"13368","CPXM1"
"13369","RALY"
"13370","SLC13A5"
"13371","CTCFL"
"13372","ACTA1"
"13373","SLPI"
"13374","IGDCC4"
"13375","PDE6A"
"13376","PARK7"
"13377","PKDCC"
"13378","TMEM255B"
"13379","PALM"
"13380","STRAP"
"13381","AP3S1"
"13382","MDH1"
"13383","HSD17B10"
"13384","IGDCC3"
"13385","SERBP1"
"13386","PLIN4"
"13387","CCT4"
"13388","ADORA3"
"13389","DUSP15"
"13390","CDC25A"
"13391","LINC00654"
"13392","FAXC"
"13393","TMEM151A"
"13394","AC007879.2"
"13395","MRPS15"
"13396","AC008937.2"
"13397","TMEM72-AS1"
"13398","STK32B"
"13399","PTGFRN"
"13400","CA12"
"13401","ACSS3"
"13402","GSTM5"
"13403","PAPOLA"
"13404","PRDM6"
"13405","UBE2B"
"13406","AC106801.1"
"13407","KRT77"
"13408","NOL7"
"13409","IDH3G"
"13410","GDF15"
"13411","ILF2"
"13412","CR1L"
"13413","SHE"
"13414","C3orf49"
"13415","LINC00571"
"13416","SHISA9"
"13417","RUNDC3A"
"13418","AC114763.1"
"13419","KRT15"
"13420","ZNF197-AS1"
"13421","KCTD3"
"13422","INHBA-AS1"
"13423","TTLL9"
"13424","RAB34"
"13425","ITGA7"
"13426","DQX1"
"13427","TUB"
"13428","AIMP2"
"13429","PPP4C"
"13430","ZNF534"
"13431","CTXN2"
"13432","SPDEF"
"13433","C5orf66"
"13434","SSNA1"
"13435","KPTN"
"13436","EIF3M"
"13437","PRODH"
"13438","FLVCR2"
"13439","KCNIP4"
"13440","IYD"
"13441","KDELR1"
"13442","WSCD1"
"13443","C6orf223"
"13444","ANP32A"
"13445","DHRS9"
"13446","HYAL3"
"13447","RAD23A"
"13448","TMEM145"
"13449","STARD8"
"13450","CDK18"
"13451","IL5"
"13452","SOX15"
"13453","FAM221B"
"13454","SF3B2"
"13455","XCR1"
"13456","NCMAP"
"13457","MS4A3"
"13458","DPP7"
"13459","ARNTL2"
"13460","SPAG17"
"13461","GPRC5C"
"13462","ASB9"
"13463","MPZL1"
"13464","SIGLEC9"
"13465","BTBD3"
"13466","FADS6"
"13467","GPER1"
"13468","SLC23A1"
"13469","ST14"
"13470","RPL7"
"13471","SCN3B"
"13472","TRIM72"
"13473","GHSR"
"13474","KCNA7"
"13475","LINC00381"
"13476","CYP17A1"
"13477","LINC00200"
"13478","LINC00632"
"13479","APOC1"
"13480","HYAL1"
"13481","CDC37"
"13482","IL27"
"13483","CNTN2"
"13484","TBC1D12"
"13485","HMCN1"
"13486","WNT7B"
"13487","RPS2"
"13488","TMEM59"
"13489","MERTK"
"13490","PLGLB2"
"13491","EMCN"
"13492","RNF7"
"13493","FOXN3-AS2"
"13494","LSM4"
"13495","TMEM236"
"13496","C1QTNF9"
"13497","FAM149A"
"13498","NDUFB3"
"13499","POLR2E"
"13500","AC007292.3"
"13501","MECOM"
"13502","ICAM5"
"13503","SNRPD3"
"13504","PLG"
"13505","TSPAN16"
"13506","STAC3"
"13507","SIM2"
"13508","ALDH1L2"
"13509","HS3ST3A1"
"13510","PLAC8L1"
"13511","SLC6A9"
"13512","FAM87B"
"13513","LINGO4"
"13514","ADAMTS7"
"13515","COL28A1"
"13516","GPD1"
"13517","UCHL1"
"13518","PLAU"
"13519","ISCU"
"13520","LINC00102"
"13521","PFDN2"
"13522","SCGB3A2"
"13523","CCL7"
"13524","PRPH2"
"13525","TXNL1"
"13526","ISL2"
"13527","SNRPE"
"13528","MAMDC2"
"13529","CLUL1"
"13530","MRPL15"
"13531","SHCBP1"
"13532","SRI"
"13533","HLA-DQB1-AS1"
"13534","LEFTY2"
"13535","ECHS1"
"13536","CLDN11"
"13537","VAPA"
"13538","LATS2-AS1"
"13539","ART4"
"13540","COX14"
"13541","TPRG1-AS1"
"13542","KANK4"
"13543","ATP2C2"
"13544","COMP"
"13545","PKP2"
"13546","SNRPD1"
"13547","TUSC1"
"13548","C1orf43"
"13549","KIF26A"
"13550","MYOZ3"
"13551","ZNF503-AS1"
"13552","MUC4"
"13553","C16orf96"
"13554","SDHC"
"13555","SHROOM3"
"13556","DEPTOR"
"13557","HHIP"
"13558","GAL3ST1"
"13559","CASKIN2"
"13560","HIF3A"
"13561","SEC14L4"
"13562","SRD5A3"
"13563","NANOG"
"13564","RPL12"
"13565","LSM7"
"13566","DCTN3"
"13567","NT5DC2"
"13568","MORC1"
"13569","CKM"
"13570","PCDHGB3"
"13571","FAM110B"
"13572","LINC00683"
"13573","PAIP2"
"13574","SLC35G6"
"13575","NLRC4"
"13576","RANBP1"
"13577","APOF"
"13578","SIGLEC12"
"13579","SLC37A2"
"13580","CCT7"
"13581","SSU72"
"13582","NAV1"
"13583","NLN"
"13584","LINC00311"
"13585","HCAR1"
"13586","NUTM2E"
"13587","CALN1"
"13588","CYYR1"
"13589","PTGR1"
"13590","NID1"
"13591","TRIM71"
"13592","RPL35"
"13593","PSMG2"
"13594","IGBP1"
"13595","FLT3"
"13596","SNX7"
"13597","AC008937.3"
"13598","AURKAIP1"
"13599","SPCS1"
"13600","MMRN2"
"13601","SIGLEC6"
"13602","AC005307.1"
"13603","FAM156B"
"13604","CIDEC"
"13605","SLC2A9"
"13606","TMEM178A"
"13607","CCT6A"
"13608","PYCR1"
"13609","MSX2"
"13610","NDUFV2"
"13611","MYCN"
"13612","SLC22A14"
"13613","RNPS1"
"13614","INHBB"
"13615","MSR1"
"13616","C4orf3"
"13617","LINC01058"
"13618","OLAH"
"13619","GPNMB"
"13620","TRIP6"
"13621","ECM2"
"13622","KLF1"
"13623","KCNN3"
"13624","SLC28A3"
"13625","LINC00637"
"13626","KIR3DL3"
"13627","HORMAD1"
"13628","CNTF"
"13629","PROM1"
"13630","ANXA7"
"13631","PSMF1"
"13632","ASPN"
"13633","NDUFS7"
"13634","KCTD14"
"13635","C21orf62"
"13636","GATA6-AS1"
"13637","SDHB"
"13638","LAMA3"
"13639","WNK4"
"13640","RPL35A"
"13641","EIF3D"
"13642","RASSF8"
"13643","SNX17"
"13644","SAMD13"
"13645","CLGN"
"13646","ABHD16B"
"13647","PRSS1"
"13648","NTM"
"13649","CADPS"
"13650","RAPH1"
"13651","AC159540.2"
"13652","HNRNPF"
"13653","MYO3A"
"13654","UBE2L3"
"13655","SLC7A14"
"13656","NFE4"
"13657","SNRPB"
"13658","GGN"
"13659","CREB3L1"
"13660","ESD"
"13661","SIVA1"
"13662","SLC22A9"
"13663","CCDC74B"
"13664","TRPM1"
"13665","PCDH11X"
"13666","HOXB6"
"13667","SLC7A4"
"13668","FAM66E"
"13669","TAS2R13"
"13670","DUOXA1"
"13671","MMP14"
"13672","MARVELD1"
"13673","SLC43A3"
"13674","TRMT112"
"13675","TRIM36"
"13676","CACNA1E"
"13677","FAM90A1"
"13678","RPL37A"
"13679","WNT6"
"13680","OXA1L"
"13681","GJA4"
"13682","FFAR4"
"13683","KIAA1522"
"13684","ENOX1"
"13685","KLK2"
"13686","RPL8"
"13687","GRIN2A"
"13688","KBTBD12"
"13689","PSCA"
"13690","BHMT2"
"13691","PSMB7"
"13692","TEAD1"
"13693","ACTG2"
"13694","ITIH1"
"13695","SLC39A5"
"13696","FOXP1-AS1"
"13697","KCNJ10"
"13698","OR2B6"
"13699","FGD1"
"13700","DMRT2"
"13701","FNDC5"
"13702","SPAG6"
"13703","GRIK5"
"13704","STK24-AS1"
"13705","ALOX15B"
"13706","GALNT14"
"13707","MAG"
"13708","AC064834.1"
"13709","CNIH1"
"13710","GGT5"
"13711","VPS28"
"13712","BATF2"
"13713","STOX2"
"13714","OBSL1"
"13715","ZNF98"
"13716","RIMBP3"
"13717","OCIAD1"
"13718","SV2B"
"13719","ONECUT3"
"13720","FAM78B"
"13721","SLCO1A2"
"13722","CSPG5"
"13723","GRPR"
"13724","BDNF"
"13725","ALKBH3-AS1"
"13726","GTF2A2"
"13727","LMCD1-AS1"
"13728","ERVFRD-1"
"13729","DNAJC12"
"13730","RIN1"
"13731","USP50"
"13732","MID1"
"13733","RET"
"13734","RAB6C"
"13735","TNFRSF8"
"13736","CPE"
"13737","NDUFB5"
"13738","ABCG8"
"13739","NIPSNAP3A"
"13740","ATRAID"
"13741","FAM3B"
"13742","SLC6A12"
"13743","SV2C"
"13744","MTRNR2L6"
"13745","NXF3"
"13746","CASP5"
"13747","UGGT2"
"13748","RNF183"
"13749","RPL26"
"13750","RGPD4"
"13751","MANSC4"
"13752","HPD"
"13753","CSMD1"
"13754","FRZB"
"13755","NPIPB8"
"13756","APOD"
"13757","KIF20A"
"13758","RGS11"
"13759","FAM163A"
"13760","APOL4"
"13761","RASL10A"
"13762","C12orf77"
"13763","PAPSS2"
"13764","PRKD1"
"13765","OR7D2"
"13766","RPS9"
"13767","RNASE3"
"13768","CBY3"
"13769","C11orf72"
"13770","IZUMO2"
"13771","MSLN"
"13772","FTCDNL1"
"13773","TEX38"
"13774","SP6"
"13775","XRCC5"
"13776","DDIT4L"
"13777","RASL10B"
"13778","MAGOH"
"13779","DNALI1"
"13780","SHANK2"
"13781","GRIP1"
"13782","C11orf58"
"13783","TRPM6"
"13784","STEAP3"
"13785","GABRB1"
"13786","PDZD3"
"13787","HOTTIP"
"13788","ASB13"
"13789","DNER"
"13790","PIK3R6"
"13791","ERGIC3"
"13792","FKBP8"
"13793","CALCRL"
"13794","SLC2A12"
"13795","UBE2D2"
"13796","P2RY2"
"13797","EIF4H"
"13798","TMED2"
"13799","AOC3"
"13800","FAM114A1"
"13801","MAB21L3"
"13802","ALDH1L1"
"13803","LINC01160"
"13804","NDUFA12"
"13805","NTRK3"
"13806","CHRM5"
"13807","CTNND2"
"13808","THY1"
"13809","PCDH17"
"13810","PTPRU"
"13811","FBXO39"
"13812","ARMCX1"
"13813","RHBDL2"
"13814","CRYBA1"
"13815","CLNS1A"
"13816","TACC2"
"13817","TMEM184A"
"13818","MTUS2"
"13819","RSPO4"
"13820","SNRPC"
"13821","TMEM221"
"13822","CD163L1"
"13823","RPS28"
"13824","FIS1"
"13825","MYO1H"
"13826","FAM20A"
"13827","HNF1A"
"13828","FAM86B2"
"13829","SLC5A11"
"13830","HAAO"
"13831","EPN2-AS1"
"13832","GLDC"
"13833","CCDC181"
"13834","PRPH"
"13835","TTLL10-AS1"
"13836","NDUFAB1"
"13837","GRM6"
"13838","IAPP"
"13839","IL11"
"13840","CHST13"
"13841","CBX2"
"13842","CENPW"
"13843","SGCA"
"13844","ACSM5"
"13845","MN1"
"13846","ERG"
"13847","OGFR-AS1"
"13848","C3orf14"
"13849","GBGT1"
"13850","RAB42"
"13851","PSMC5"
"13852","PPP1CC"
"13853","FGF20"
"13854","AC007743.1"
"13855","SNRPF"
"13856","F11"
"13857","OXCT2"
"13858","EPGN"
"13859","RAB7A"
"13860","BCAP31"
"13861","TMPRSS4"
"13862","RPL37"
"13863","CAP2"
"13864","BTBD18"
"13865","PNMA2"
"13866","DDAH1"
"13867","ACOXL"
"13868","COLEC11"
"13869","KCNJ1"
"13870","NFATC4"
"13871","OPA1-AS1"
"13872","NAALAD2"
"13873","PDCD6"
"13874","RAB39A"
"13875","RPL11"
"13876","DENND5B-AS1"
"13877","CDH15"
"13878","DUOX2"
"13879","SOX11"
"13880","RPLP1"
"13881","ANXA11"
"13882","RGPD4-AS1"
"13883","FBN1"
"13884","PCDH12"
"13885","FGF14"
"13886","DACT3-AS1"
"13887","REP15"
"13888","BIRC6-AS1"
"13889","SVEP1"
"13890","AIPL1"
"13891","FREM3"
"13892","NDUFB8"
"13893","HECW1"
"13894","C9orf131"
"13895","ACVRL1"
"13896","GRM7"
"13897","NPAS3"
"13898","LINC00501"
"13899","MALRD1"
"13900","SLC30A2"
"13901","SCARB1"
"13902","PHB2"
"13903","AFMID"
"13904","YAP1"
"13905","CPA6"
"13906","EFCAB3"
"13907","LIN28A"
"13908","IL20RA"
"13909","KCNA5"
"13910","ZNF32-AS2"
"13911","GRIN3A"
"13912","SLC26A4-AS1"
"13913","MOGAT1"
"13914","POTEE"
"13915","AVPR2"
"13916","GPRC5D"
"13917","AKR1C2"
"13918","ADAM29"
"13919","E2F8"
"13920","APH1A"
"13921","EHD2"
"13922","C21orf91-OT1"
"13923","CFB"
"13924","GPR152"
"13925","C1QBP"
"13926","GYS2"
"13927","PLN"
"13928","RTN1"
"13929","FMNL2"
"13930","FBXO16"
"13931","HSPB9"
"13932","SRP9"
"13933","SLC16A9"
"13934","KIF18B"
"13935","TREML4"
"13936","ESPNL"
"13937","TMEM14B"
"13938","HIPK4"
"13939","EPHX3"
"13940","TAF1L"
"13941","KCNC1"
"13942","CDHR5"
"13943","ACSF2"
"13944","CHRNG"
"13945","PYDC1"
"13946","RAP1A"
"13947","LRRC19"
"13948","FERMT1"
"13949","PLA2G4A"
"13950","OPRL1"
"13951","CILP2"
"13952","BPIFB1"
"13953","CYP2C8"
"13954","PRRG1"
"13955","DAD1"
"13956","PLEKHS1"
"13957","ELAVL4"
"13958","PCDHGA4"
"13959","PRSS8"
"13960","RSPH10B"
"13961","SAMD5"
"13962","DPYSL5"
"13963","RPS14"
"13964","MYCL"
"13965","GLYATL2"
"13966","RAPGEF4"
"13967","TKTL2"
"13968","LOX"
"13969","PALD1"
"13970","USP2-AS1"
"13971","RPP25"
"13972","RP1L1"
"13973","TRIM6"
"13974","TTC9B"
"13975","COL8A2"
"13976","ZSWIM2"
"13977","C1orf147"
"13978","XG"
"13979","PSMD8"
"13980","TMPRSS9"
"13981","TMBIM4"
"13982","SNCG"
"13983","PSMD4"
"13984","WASF3-AS1"
"13985","AHCY"
"13986","RAN"
"13987","PPM1H"
"13988","C3orf70"
"13989","SERPINC1"
"13990","CLEC4F"
"13991","FGFBP1"
"13992","MYO1A"
"13993","IL17RD"
"13994","ERH"
"13995","TP53I3"
"13996","AC114730.2"
"13997","NR5A2"
"13998","ESRRG"
"13999","CRMP1"
"14000","NAT8L"
"14001","SPRN"
"14002","C19orf67"
"14003","CARD10"
"14004","MIXL1"
"14005","PRELP"
"14006","MAFA"
"14007","ART3"
"14008","FLNB-AS1"
"14009","TAS2R43"
"14010","FUT1"
"14011","PHKA2-AS1"
"14012","SYN1"
"14013","ABCC9"
"14014","LY6K"
"14015","GRIN2B"
"14016","ENAM"
"14017","AC034243.1"
"14018","OR2A7"
"14019","OR2L13"
"14020","GJC1"
"14021","CCT8"
"14022","TOMM20"
"14023","COL2A1"
"14024","KCNE2"
"14025","ITLN1"
"14026","MPZL2"
"14027","TLX2"
"14028","DNAAF3"
"14029","CCL19"
"14030","TAF7L"
"14031","NNAT"
"14032","GABRR2"
"14033","C1orf127"
"14034","PCDHGC3"
"14035","GFRA2"
"14036","AC009120.5"
"14037","UQCRC2"
"14038","DDX25"
"14039","UBE2I"
"14040","JTB"
"14041","CTTNBP2"
"14042","CNGA1"
"14043","KREMEN2"
"14044","WNT5B"
"14045","PCDHGB7"
"14046","FPR3"
"14047","CPNE9"
"14048","TENM4"
"14049","SF3B5"
"14050","LINC00327"
"14051","PLB1"
"14052","PEG3"
"14053","NOTCH3"
"14054","HHLA2"
"14055","ZNF205"
"14056","MOGAT3"
"14057","ATP10B"
"14058","C1QTNF7"
"14059","POLR1D"
"14060","PSORS1C1"
"14061","SCARNA9"
"14062","CALHM1"
"14063","ENTPD3"
"14064","FRMPD2"
"14065","DOK5"
"14066","TNNI3K"
"14067","PXDNL"
"14068","SSTR2"
"14069","KCNK1"
"14070","GXYLT2"
"14071","PCDHGA3"
"14072","AP2M1"
"14073","KRBOX1"
"14074","NMNAT2"
"14075","SMAD6"
"14076","CLVS1"
"14077","DGKI"
"14078","LOXL4"
"14079","PRSS38"
"14080","BTBD17"
"14081","UPK3A"
"14082","TMEM230"
"14083","LAMC2"
"14084","GYPB"
"14085","SIGLEC11"
"14086","IQGAP3"
"14087","ABCB5"
"14088","NECAB2"
"14089","SHC3"
"14090","RASD2"
"14091","SSBP1"
"14092","PSMB1"
"14093","FRK"
"14094","CORT"
"14095","MEG8"
"14096","TRPM5"
"14097","MS4A4E"
"14098","ANTXR1"
"14099","TUBB3"
"14100","DNAJC22"
"14101","SLC6A7"
"14102","TMEM31"
"14103","SPINT1"
"14104","FAM9B"
"14105","LINC00158"
"14106","ATRNL1"
"14107","LRRC66"
"14108","CNTNAP3"
"14109","SIAH2-AS1"
"14110","GABARAPL2"
"14111","CLDN9"
"14112","ABCC8"
"14113","TAGLN3"
"14114","WFDC2"
"14115","SEC14L6"
"14116","ARAP1-AS2"
"14117","ATP2B2"
"14118","LINC01140"
"14119","CRISPLD1"
"14120","UBOX5-AS1"
"14121","KLF15"
"14122","SPOCK3"
"14123","DKKL1"
"14124","APCDD1L"
"14125","GRIN1"
"14126","PENK"
"14127","TRPA1"
"14128","PSMB6"
"14129","LIPN"
"14130","NDUFB10"
"14131","CYP7B1"
"14132","CACNA1G"
"14133","RPL18"
"14134","KCNK3"
"14135","LINC00900"
"14136","NDUFB4"
"14137","CPED1"
"14138","CD207"
"14139","NEU4"
"14140","GOLGA6L2"
"14141","LOXL3"
"14142","SYT3"
"14143","SLC8A1-AS1"
"14144","TMEM132B"
"14145","ST8SIA5"
"14146","VDAC2"
"14147","PTGDR2"
"14148","PAPPA2"
"14149","GREM1"
"14150","CALML6"
"14151","GAP43"
"14152","FAM225A"
"14153","TOMM22"
"14154","MKNK1-AS1"
"14155","TPH2"
"14156","SYT6"
"14157","WNT9A"
"14158","SLC30A8"
"14159","APOBEC2"
"14160","NT5DC4"
"14161","CDC42EP4"
"14162","RNF17"
"14163","ZMYND15"
"14164","SLC41A2"
"14165","COL25A1"
"14166","APOA1-AS"
"14167","PBOV1"
"14168","DNAH3"
"14169","LINC00461"
"14170","ZNF878"
"14171","NOVA2"
"14172","COL9A1"
"14173","PYURF"
"14174","BAAT"
"14175","PLSCR4"
"14176","UNC5B"
"14177","TMEM52B"
"14178","AC003092.1"
"14179","ENPEP"
"14180","GOLGA8H"
"14181","HTR2B"
"14182","WDR88"
"14183","TEKT3"
"14184","PCDHB5"
"14185","MDH2"
"14186","HSD17B3"
"14187","RSPH10B2"
"14188","THEGL"
"14189","RADIL"
"14190","HORMAD2"
"14191","AKAP14"
"14192","CCL16"
"14193","CCNO"
"14194","AIFM3"
"14195","UQCRFS1"
"14196","COX7A2L"
"14197","CDH6"
"14198","PALM3"
"14199","KITLG"
"14200","CLCN1"
"14201","C8orf34"
"14202","KEL"
"14203","DAZL"
"14204","PRAP1"
"14205","TEX28"
"14206","ADAM32"
"14207","CNGB1"
"14208","TPTE"
"14209","GPR176"
"14210","LINC00315"
"14211","TEKT2"
"14212","SLC47A2"
"14213","PDE1C"
"14214","RAET1E"
"14215","SCUBE2"
"14216","GRIK1"
"14217","INSL6"
"14218","HOXB9"
"14219","APBA1"
"14220","PATE2"
"14221","ZNF716"
"14222","CRLF2"
"14223","RGS7BP"
"14224","C3orf20"
"14225","HTR1F"
"14226","SLC17A7"
"14227","EIF3I"
"14228","MT1M"
"14229","CIB3"
"14230","SDSL"
"14231","MYL2"
"14232","TMTC1"
"14233","CES3"
"14234","TUFM"
"14235","LYNX1"
"14236","AUNIP"
"14237","PCDHGA9"
"14238","RGSL1"
"14239","RHBDF1"
"14240","MGAT5B"
"14241","GNG4"
"14242","TSPAN1"
"14243","HOGA1"
"14244","NR2F2"
"14245","GAB4"
"14246","GPR42"
"14247","NEGR1"
"14248","LINC01133"
"14249","CD1E"
