"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error","oracle"
"Beta_SSE2343","random_X_and_Beta","nonzero",50,"glmnet_relabel",10,887.757283438777,0.828888888888889,1,1.65714203700665,0.408977828403555,0.3353,498.672739742425,1.38916536236278,0.381918762855327,0.3188,"observed"
"Beta_SSE2344","random_X_and_Beta","nonzero",50,"glmnet_relabel",11,826.852454035726,0.846666666666667,1,1.62315913724941,0.409393231930807,0.3573,408.823099192449,1.37549279302187,0.384386065584181,0.3441,"observed"
"Beta_SSE2345","random_X_and_Beta","nonzero",50,"glmnet_relabel",12,776.050266050449,0.911111111111111,1,1.55163940037894,0.402244499177435,0.3708,471.03279475007,1.45355844620803,0.393370131629116,0.356,"observed"
"Beta_SSE2346","random_X_and_Beta","nonzero",50,"glmnet_relabel",13,882.837149672022,0.853333333333333,1,1.75139057545452,0.42234275562659,0.3641,466.597232227749,1.49491234139611,0.397532284693408,0.35,"observed"
"Beta_SSE2347","random_X_and_Beta","nonzero",50,"glmnet_relabel",14,818.587406912674,0.924444444444444,1,1.50441990004903,0.39500846224035,0.3505,423.024272028814,1.35206234894478,0.378433407260648,0.3318,"observed"
"Beta_SSE2348","random_X_and_Beta","nonzero",50,"glmnet_relabel",15,874.65332834064,0.826666666666667,1,1.72667592059278,0.417394075011522,0.3622,474.617024818601,1.47001213569377,0.393324556582184,0.3521,"observed"
"Beta_SSE2349","random_X_and_Beta","nonzero",50,"glmnet_relabel",16,786.704232819873,0.928888888888889,1,1.47128319154612,0.389904045315487,0.3609,446.150481737301,1.34645176397283,0.376065414048836,0.3374,"observed"
"Beta_SSE2350","random_X_and_Beta","nonzero",50,"glmnet_relabel",17,805.237732187518,0.891111111111111,1,1.38534036141246,0.378312091286489,0.3454,410.866061458928,1.2323333393083,0.360330541415136,0.332,"observed"
"Beta_SSE2351","random_X_and_Beta","nonzero",50,"glmnet_relabel",18,832.378082172881,0.822222222222222,1,1.62011103005637,0.408294335166295,0.3454,429.908092559066,1.36623294801541,0.382152210263531,0.3334,"observed"
"Beta_SSE2352","random_X_and_Beta","nonzero",50,"glmnet_relabel",19,849.426919540934,0.802222222222222,1,1.70573587531129,0.417732173319702,0.3663,442.640801757131,1.45979198749429,0.39370087907848,0.3545,"observed"
"Beta_SSE2353","random_X_and_Beta","nonzero",50,"glmnet_relabel",2,828.946739187969,0.935555555555556,1,1.49463230084887,0.389719663170937,0.36,443.387673185564,1.36503713845402,0.375431349636985,0.3343,"observed"
"Beta_SSE2354","random_X_and_Beta","nonzero",50,"glmnet_relabel",20,840.472437462009,0.94,1,1.6486954286305,0.407875171023232,0.3799,486.788607169691,1.51753068527577,0.394783544756111,0.3627,"observed"
"Beta_SSE2355","random_X_and_Beta","nonzero",50,"glmnet_relabel",21,811.765410286673,0.82,1,1.61156440554265,0.40966751499274,0.3524,446.975007562018,1.37164934510375,0.383666993334294,0.3431,"observed"
"Beta_SSE2356","random_X_and_Beta","nonzero",50,"glmnet_relabel",22,767.930721327351,0.953333333333333,1,1.50824390260728,0.396683592701354,0.3692,450.684132354245,1.41542461733704,0.38737835052412,0.3481,"observed"
"Beta_SSE2357","random_X_and_Beta","nonzero",50,"glmnet_relabel",23,854.109766449754,0.82,1,1.66960422432167,0.41510192437854,0.3588,438.741050686216,1.41045978590789,0.389866191582784,0.3504,"observed"
"Beta_SSE2358","random_X_and_Beta","nonzero",50,"glmnet_relabel",24,750.657260356253,0.966666666666667,1,1.44178467853153,0.391531956191383,0.3762,423.326020165215,1.34902650726066,0.381692049571839,0.3481,"observed"
"Beta_SSE2359","random_X_and_Beta","nonzero",50,"glmnet_relabel",25,837.718104042013,0.94,1,1.63923255967944,0.405795269265204,0.3752,495.308840645401,1.5257480335733,0.394490634225052,0.3539,"observed"
"Beta_SSE2360","random_X_and_Beta","nonzero",50,"glmnet_relabel",26,804.624134194782,0.937777777777778,1,1.53086264159804,0.401080639302448,0.3815,454.550655441324,1.43026824020504,0.391269466637212,0.3655,"observed"
"Beta_SSE2361","random_X_and_Beta","nonzero",50,"glmnet_relabel",27,790.828366357592,0.946666666666667,1,1.54976897952464,0.402018130497027,0.3743,432.092620563601,1.4427868989561,0.390458200579738,0.3335,"observed"
"Beta_SSE2362","random_X_and_Beta","nonzero",50,"glmnet_relabel",28,797.131658191667,0.906666666666667,1,1.48516345613098,0.395360678595417,0.3582,444.390368145788,1.3414074353476,0.379085299121419,0.3397,"observed"
"Beta_SSE2363","random_X_and_Beta","nonzero",50,"glmnet_relabel",29,855.270769463851,0.933333333333333,1,1.55647889126628,0.398449981076505,0.3662,470.19830275471,1.43858271893509,0.386382492903763,0.3342,"observed"
"Beta_SSE2364","random_X_and_Beta","nonzero",50,"glmnet_relabel",3,746.979926760241,0.931111111111111,1,1.4429213491881,0.38682819656734,0.3521,424.118968674969,1.33450855749751,0.374048543080152,0.3267,"observed"
"Beta_SSE2365","random_X_and_Beta","nonzero",50,"glmnet_relabel",30,821.937826783673,0.917777777777778,1,1.49703576911895,0.389850899173356,0.3527,432.137877155002,1.34951538527543,0.37343183354393,0.3355,"observed"
"Beta_SSE2366","random_X_and_Beta","nonzero",50,"glmnet_relabel",31,804.799641991518,0.924444444444444,1,1.48559139833746,0.394488231685712,0.3688,443.858345250435,1.36966937543767,0.381933062593624,0.3493,"observed"
"Beta_SSE2367","random_X_and_Beta","nonzero",50,"glmnet_relabel",32,819.454090080217,0.842222222222222,1,1.68032144740529,0.41635824913953,0.362,439.092222293914,1.43793742491395,0.393065719879509,0.3506,"observed"
"Beta_SSE2368","random_X_and_Beta","nonzero",50,"glmnet_relabel",33,768.800039657209,0.955555555555556,1,1.472942651633,0.392882239782886,0.3653,423.077230203639,1.37876489210842,0.38254374922941,0.3389,"observed"
"Beta_SSE2369","random_X_and_Beta","nonzero",50,"glmnet_relabel",34,776.93088582464,0.933333333333333,1,1.57327246462604,0.404278370691373,0.3737,450.455775416507,1.44702545222708,0.391293095076533,0.354,"observed"
"Beta_SSE2370","random_X_and_Beta","nonzero",50,"glmnet_relabel",35,781.030769804905,0.924444444444444,1,1.48736169751066,0.394421485567875,0.3659,438.042494721169,1.34821572531824,0.378924108771344,0.3367,"observed"
"Beta_SSE2371","random_X_and_Beta","nonzero",50,"glmnet_relabel",36,779.067880072425,0.928888888888889,1,1.48394086567275,0.393583003025084,0.3653,424.647090709783,1.34340628934222,0.378775208995459,0.3475,"observed"
"Beta_SSE2372","random_X_and_Beta","nonzero",50,"glmnet_relabel",37,819.512885563738,0.944444444444444,1,1.59253747039641,0.404759685100047,0.3841,485.194746022748,1.49775761709443,0.395736504648334,0.3571,"observed"
"Beta_SSE2373","random_X_and_Beta","nonzero",50,"glmnet_relabel",38,820.752370138389,0.844444444444444,1,1.72528570315916,0.418033488710246,0.3596,463.241521436181,1.47951333273664,0.393452404604134,0.3536,"observed"
"Beta_SSE2374","random_X_and_Beta","nonzero",50,"glmnet_relabel",39,780.529708628852,0.94,1,1.438085263643,0.387356603719077,0.3627,430.216110341543,1.32558570997491,0.375041146785533,0.334,"observed"
"Beta_SSE2375","random_X_and_Beta","nonzero",50,"glmnet_relabel",4,866.373728273099,0.757777777777778,1,1.7134373588681,0.416317424081078,0.3601,455.589906452936,1.43328891730485,0.388532003867715,0.3504,"observed"
"Beta_SSE2376","random_X_and_Beta","nonzero",50,"glmnet_relabel",40,801.792450882049,0.851111111111111,1,1.65863489769286,0.41647420764454,0.3736,436.588832941279,1.4693158054408,0.398053472668962,0.3598,"observed"
"Beta_SSE2377","random_X_and_Beta","nonzero",50,"glmnet_relabel",41,735.407461295604,0.924444444444444,1,1.35024787890824,0.379993560309283,0.3579,420.497869993867,1.24949131449297,0.367566321438426,0.338,"observed"
"Beta_SSE2378","random_X_and_Beta","nonzero",50,"glmnet_relabel",42,801.422038088066,0.922222222222222,1,1.54074178505321,0.400423878878816,0.3711,429.792698642022,1.38807721052046,0.385013839800278,0.3506,"observed"
"Beta_SSE2379","random_X_and_Beta","nonzero",50,"glmnet_relabel",43,854.047615379469,0.815555555555556,1,1.7159605988601,0.420021919567324,0.3534,433.786011483164,1.45373836651568,0.394635035258386,0.3393,"observed"
"Beta_SSE2380","random_X_and_Beta","nonzero",50,"glmnet_relabel",44,784.845651811577,0.931111111111111,1,1.59291694824723,0.406522492182601,0.3822,450.45331142506,1.48709683403797,0.397163725986895,0.3625,"observed"
"Beta_SSE2381","random_X_and_Beta","nonzero",50,"glmnet_relabel",45,763.975178907569,0.957777777777778,1,1.45337882056334,0.392151888262083,0.3705,427.606030662076,1.35309463416867,0.380923804990223,0.3462,"observed"
"Beta_SSE2382","random_X_and_Beta","nonzero",50,"glmnet_relabel",46,854.392158396203,0.8,1,1.71672771086746,0.419142235416682,0.3674,444.193060851013,1.44419405925747,0.393879984740757,0.3601,"observed"
"Beta_SSE2383","random_X_and_Beta","nonzero",50,"glmnet_relabel",47,773.197725538648,0.94,1,1.36995757624606,0.381965056120676,0.3589,427.689541953577,1.25455309611625,0.368808772592752,0.3226,"observed"
"Beta_SSE2384","random_X_and_Beta","nonzero",50,"glmnet_relabel",48,804.622045535119,0.791111111111111,1,1.55623673307208,0.404262480926412,0.3398,394.163073032122,1.28452688897876,0.374188905771172,0.3313,"observed"
"Beta_SSE2385","random_X_and_Beta","nonzero",50,"glmnet_relabel",49,807.264009287282,0.955555555555556,1,1.5891775606083,0.403850500099795,0.3711,462.270356842451,1.49000267290561,0.39377311111042,0.3508,"observed"
"Beta_SSE2386","random_X_and_Beta","nonzero",50,"glmnet_relabel",5,761.929728874554,0.915555555555556,1,1.36081303341714,0.377431246139234,0.3458,418.380808288592,1.22521170906145,0.361333571667269,0.3225,"observed"
"Beta_SSE2387","random_X_and_Beta","nonzero",50,"glmnet_relabel",50,821.78162374053,0.915555555555556,1,1.45236027444614,0.384536058673024,0.3417,460.693713274391,1.2924275671226,0.366278910833018,0.3254,"observed"
"Beta_SSE2388","random_X_and_Beta","nonzero",50,"glmnet_relabel",6,812.256407649949,0.833333333333333,1,1.70380401904364,0.422297978168344,0.3655,435.004446543144,1.43286709190756,0.396246290417514,0.3564,"observed"
"Beta_SSE2389","random_X_and_Beta","nonzero",50,"glmnet_relabel",7,848.135313909377,0.862222222222222,1,1.65194467896207,0.413587035428335,0.3544,454.951085074526,1.38602871075703,0.387353561019151,0.3463,"observed"
"Beta_SSE2390","random_X_and_Beta","nonzero",50,"glmnet_relabel",8,776.621772322461,0.971111111111111,1,1.51663513495172,0.401188187411357,0.3827,440.273369787514,1.44462786604449,0.393744787877212,0.358,"observed"
"Beta_SSE2391","random_X_and_Beta","nonzero",50,"glmnet_relabel",9,817.355121516961,0.78,1,1.62699347827647,0.40861638268858,0.361,430.174134926256,1.35023868745268,0.380059827936563,0.3571,"observed"
"Beta_SSE2392","random_X_and_Beta","nonzero",50,"glmnet_relabel",1,550.545530587766,0.957777777777778,1,0.77530492537946,0.299412140758338,0.2981,266.881666109472,0.715888362265824,0.286424489616119,0.2648,"ORC_fine"
"Beta_SSE2393","random_X_and_Beta","nonzero",50,"glmnet_relabel",10,561.163963455025,0.973333333333333,1,0.741477736082725,0.293799805300887,0.2788,289.785076117995,0.679379865288588,0.278624999285557,0.2513,"ORC_fine"
"Beta_SSE2394","random_X_and_Beta","nonzero",50,"glmnet_relabel",11,608.773913069801,0.924444444444444,1,0.828858517709095,0.312322137711377,0.2893,236.099515641616,0.682424392846634,0.28292505082041,0.2797,"ORC_fine"
"Beta_SSE2395","random_X_and_Beta","nonzero",50,"glmnet_relabel",12,533.537200951254,0.951111111111111,1,0.754229926342638,0.298673229485515,0.2943,231.216524552352,0.68038155122287,0.282911871972014,0.2674,"ORC_fine"
"Beta_SSE2396","random_X_and_Beta","nonzero",50,"glmnet_relabel",13,544.52958632533,0.977777777777778,1,0.76285927245888,0.301352923966125,0.3053,224.753572663368,0.706229362975309,0.288104149738021,0.2737,"ORC_fine"
"Beta_SSE2397","random_X_and_Beta","nonzero",50,"glmnet_relabel",14,585.620316236709,0.955555555555556,1,0.791783654997078,0.303956582969661,0.2908,240.21985298026,0.707930229607669,0.286044353973672,0.2624,"ORC_fine"
"Beta_SSE2398","random_X_and_Beta","nonzero",50,"glmnet_relabel",15,627.84876540756,0.9,1,0.843323704864328,0.314218827155729,0.2881,255.482912415809,0.697906018226329,0.286170038161597,0.2736,"ORC_fine"
"Beta_SSE2399","random_X_and_Beta","nonzero",50,"glmnet_relabel",16,561.718369535877,0.964444444444444,1,0.777339986639209,0.300248613408544,0.2993,244.281059778017,0.707111551912992,0.285118100526788,0.2707,"ORC_fine"
"Beta_SSE2400","random_X_and_Beta","nonzero",50,"glmnet_relabel",17,582.09991677538,0.953333333333333,1,0.751759767249415,0.29422980038972,0.2832,247.422854374909,0.674380568897257,0.277184082221258,0.2655,"ORC_fine"
"Beta_SSE2401","random_X_and_Beta","nonzero",50,"glmnet_relabel",18,614.545261419402,0.884444444444444,1,0.842412504141621,0.314740813644421,0.2838,235.504007492814,0.68707598214721,0.283779791113248,0.2692,"ORC_fine"
"Beta_SSE2402","random_X_and_Beta","nonzero",50,"glmnet_relabel",19,527.617704624903,0.973333333333333,1,0.761143424680306,0.29983155548165,0.3024,226.013043319979,0.711154083826002,0.287362232357479,0.2742,"ORC_fine"
"Beta_SSE2403","random_X_and_Beta","nonzero",50,"glmnet_relabel",2,580.932553104517,0.955555555555556,1,0.744992744480611,0.293666174852463,0.2838,237.552131560047,0.677709120181441,0.278526378361672,0.2605,"ORC_fine"
"Beta_SSE2404","random_X_and_Beta","nonzero",50,"glmnet_relabel",20,577.21945781489,0.955555555555556,1,0.784437278704858,0.301271356065585,0.2985,254.712534827936,0.732774305735245,0.288999355085576,0.2702,"ORC_fine"
"Beta_SSE2405","random_X_and_Beta","nonzero",50,"glmnet_relabel",21,498.789525476671,0.966666666666667,1,0.737353019796229,0.296395758435106,0.3016,223.292951666668,0.693115457634097,0.285060444632306,0.2717,"ORC_fine"
"Beta_SSE2406","random_X_and_Beta","nonzero",50,"glmnet_relabel",22,523.019595069491,0.944444444444444,1,0.740003294192494,0.29570688991035,0.2897,223.72315667394,0.682642119956494,0.28175265627002,0.263,"ORC_fine"
"Beta_SSE2407","random_X_and_Beta","nonzero",50,"glmnet_relabel",23,617.396597901129,0.906666666666667,1,0.84309650604471,0.315672480314801,0.2851,221.274948979646,0.699604485794924,0.287185546335364,0.2682,"ORC_fine"
"Beta_SSE2408","random_X_and_Beta","nonzero",50,"glmnet_relabel",24,523.185867249541,0.98,1,0.744264028365806,0.297124370843061,0.299,239.180665844322,0.682972364895208,0.282955471586295,0.274,"ORC_fine"
"Beta_SSE2409","random_X_and_Beta","nonzero",50,"glmnet_relabel",25,562.762227163085,0.955555555555556,1,0.724131089657008,0.290647461759638,0.2837,250.459570173638,0.643297012648961,0.272445093554042,0.2643,"ORC_fine"
"Beta_SSE2410","random_X_and_Beta","nonzero",50,"glmnet_relabel",26,557.151433689912,0.977777777777778,1,0.762491632891391,0.301052595476859,0.3001,257.785741419086,0.699779033063765,0.286826132591934,0.2743,"ORC_fine"
"Beta_SSE2411","random_X_and_Beta","nonzero",50,"glmnet_relabel",27,555.074785968597,0.962222222222222,1,0.767372762685352,0.301613775479745,0.2918,234.639426772276,0.704422175075698,0.287494029873002,0.255,"ORC_fine"
"Beta_SSE2412","random_X_and_Beta","nonzero",50,"glmnet_relabel",28,535.952286965008,0.957777777777778,1,0.731963214164533,0.295600634215752,0.2929,237.605449345665,0.666641458676385,0.279852402550896,0.2656,"ORC_fine"
"Beta_SSE2413","random_X_and_Beta","nonzero",50,"glmnet_relabel",29,603.805441616075,0.968888888888889,1,0.774708574878152,0.300389583091906,0.2971,257.746499088525,0.707711149856157,0.285682778531808,0.2689,"ORC_fine"
"Beta_SSE2414","random_X_and_Beta","nonzero",50,"glmnet_relabel",3,528.06439603975,0.971111111111111,1,0.748369937633983,0.295355023146407,0.2862,247.524133904779,0.688593484249681,0.281022835626672,0.2609,"ORC_fine"
"Beta_SSE2415","random_X_and_Beta","nonzero",50,"glmnet_relabel",30,599.079039734801,0.951111111111111,1,0.799975624341024,0.302009651673916,0.2863,246.907089721351,0.70858922367707,0.283106606247994,0.2609,"ORC_fine"
"Beta_SSE2416","random_X_and_Beta","nonzero",50,"glmnet_relabel",31,580.656057007566,0.966666666666667,1,0.801373554013816,0.306742027523082,0.3049,252.080209488626,0.726464801113074,0.291053821242773,0.2772,"ORC_fine"
"Beta_SSE2417","random_X_and_Beta","nonzero",50,"glmnet_relabel",32,587.23888149469,0.902222222222222,1,0.835654892937064,0.315484848715822,0.2907,216.607181564348,0.699984439228992,0.290448858523432,0.2747,"ORC_fine"
"Beta_SSE2418","random_X_and_Beta","nonzero",50,"glmnet_relabel",33,525.25490812722,0.973333333333333,1,0.728651168048933,0.293550863796979,0.292,222.843387819908,0.676762524903179,0.280747697725158,0.2651,"ORC_fine"
"Beta_SSE2419","random_X_and_Beta","nonzero",50,"glmnet_relabel",34,532.245269841327,0.946666666666667,1,0.732079757586719,0.295920161427828,0.2857,222.094617653046,0.642086324931669,0.275274275979065,0.2639,"ORC_fine"
"Beta_SSE2420","random_X_and_Beta","nonzero",50,"glmnet_relabel",35,534.195279312143,0.957777777777778,1,0.717194383606061,0.291867473779011,0.2814,239.271237708313,0.643557489783182,0.274743874118485,0.2606,"ORC_fine"
"Beta_SSE2421","random_X_and_Beta","nonzero",50,"glmnet_relabel",36,542.516633632904,0.957777777777778,1,0.741314895115166,0.296537082288923,0.2949,224.797889281503,0.667298565792715,0.280030240971148,0.2727,"ORC_fine"
"Beta_SSE2422","random_X_and_Beta","nonzero",50,"glmnet_relabel",37,558.450675133112,0.96,1,0.750713892803074,0.296030060378894,0.3002,252.089882530894,0.678777674144728,0.279742280313177,0.267,"ORC_fine"
"Beta_SSE2423","random_X_and_Beta","nonzero",50,"glmnet_relabel",38,496.353770442323,0.957777777777778,1,0.721072477078302,0.291953613057584,0.2923,219.195146850056,0.659983007128014,0.277138172157247,0.2653,"ORC_fine"
"Beta_SSE2424","random_X_and_Beta","nonzero",50,"glmnet_relabel",39,542.675858374267,0.971111111111111,1,0.735434618888984,0.293517396204842,0.2933,237.183985734771,0.677049978292715,0.279844083592162,0.2648,"ORC_fine"
"Beta_SSE2425","random_X_and_Beta","nonzero",50,"glmnet_relabel",4,535.785708172308,0.948888888888889,1,0.741267169290272,0.296259409186947,0.3006,251.08322822247,0.681734498846349,0.282588770114792,0.2686,"ORC_fine"
"Beta_SSE2426","random_X_and_Beta","nonzero",50,"glmnet_relabel",40,564.95211889195,0.922222222222222,1,0.798158182702968,0.309493362449786,0.2834,214.65725678244,0.671537529850861,0.282914067491294,0.2675,"ORC_fine"
"Beta_SSE2427","random_X_and_Beta","nonzero",50,"glmnet_relabel",41,514.859532851806,0.957777777777778,1,0.704097909714124,0.289186360316904,0.2939,232.524880103535,0.66232064198382,0.278420531221646,0.2694,"ORC_fine"
"Beta_SSE2428","random_X_and_Beta","nonzero",50,"glmnet_relabel",42,582.119645504378,0.96,1,0.83164848912836,0.311976936559889,0.3087,256.395609924813,0.756837716789151,0.297226983450824,0.2867,"ORC_fine"
"Beta_SSE2429","random_X_and_Beta","nonzero",50,"glmnet_relabel",43,533.233021137345,0.957777777777778,1,0.765555863025243,0.301711260212695,0.3042,249.396057999698,0.708623788103249,0.287983730247111,0.2706,"ORC_fine"
"Beta_SSE2430","random_X_and_Beta","nonzero",50,"glmnet_relabel",44,520.975789421404,0.957777777777778,1,0.738358345659233,0.29663319111817,0.302,218.391665833039,0.677711616120511,0.282984248906075,0.268,"ORC_fine"
"Beta_SSE2431","random_X_and_Beta","nonzero",50,"glmnet_relabel",45,525.495723676793,0.971111111111111,1,0.732530941813575,0.295889486117424,0.2967,235.832511431293,0.672215581324683,0.281590962717654,0.2697,"ORC_fine"
"Beta_SSE2432","random_X_and_Beta","nonzero",50,"glmnet_relabel",46,521.730500997249,0.957777777777778,1,0.735637162566142,0.297536981508302,0.3024,219.9616996067,0.676201853577578,0.284184635738846,0.2732,"ORC_fine"
"Beta_SSE2433","random_X_and_Beta","nonzero",50,"glmnet_relabel",47,555.92882094909,0.946666666666667,1,0.727727335731988,0.293464952212293,0.2911,261.588442005229,0.661326211950771,0.278172149352146,0.267,"ORC_fine"
"Beta_SSE2434","random_X_and_Beta","nonzero",50,"glmnet_relabel",48,590.181295965895,0.913333333333333,1,0.841438894069139,0.315315143939335,0.2835,238.291234207486,0.69754277183453,0.286556689896694,0.268,"ORC_fine"
"Beta_SSE2435","random_X_and_Beta","nonzero",50,"glmnet_relabel",49,555.503892797883,0.951111111111111,1,0.767583238099743,0.299591613511649,0.2895,276.67425829923,0.685866923021014,0.281525782923205,0.2644,"ORC_fine"
"Beta_SSE2436","random_X_and_Beta","nonzero",50,"glmnet_relabel",5,553.073855634827,0.937777777777778,1,0.746196352631378,0.29529562256761,0.2907,235.312745251089,0.66450714444443,0.27770629401148,0.2685,"ORC_fine"
"Beta_SSE2437","random_X_and_Beta","nonzero",50,"glmnet_relabel",50,593.403451425327,0.937777777777778,1,0.763356495774801,0.295678768694069,0.2735,247.491839213666,0.667425780478361,0.275182294357807,0.2541,"ORC_fine"
"Beta_SSE2438","random_X_and_Beta","nonzero",50,"glmnet_relabel",6,587.74686287522,0.906666666666667,1,0.8728816414332,0.322883150588971,0.2956,224.986731839517,0.727168606900829,0.295135631203536,0.2847,"ORC_fine"
"Beta_SSE2439","random_X_and_Beta","nonzero",50,"glmnet_relabel",7,525.204378801397,0.966666666666667,1,0.754207423659124,0.300752112910728,0.3023,245.285321230382,0.703247709152371,0.288719572108215,0.2698,"ORC_fine"
"Beta_SSE2440","random_X_and_Beta","nonzero",50,"glmnet_relabel",8,524.608965680203,0.975555555555556,1,0.736713829729662,0.297594302488979,0.3066,223.783464610127,0.701260245435219,0.288673376000922,0.2766,"ORC_fine"
"Beta_SSE2441","random_X_and_Beta","nonzero",50,"glmnet_relabel",9,511.094035973544,0.953333333333333,1,0.725500202038256,0.294086870311529,0.3051,229.31437781088,0.665567055208722,0.279913842830037,0.2803,"ORC_fine"
"Beta_SSE2442","random_X_and_Beta","nonzero",50,"glmnet_subset",1,1147.03750697943,0.584444444444444,1,3.98262049758134,0.565529586209729,0.5219,885.029318592633,3.17323192817475,0.532764582140373,0.5073,"observed"
"Beta_SSE2443","random_X_and_Beta","nonzero",50,"glmnet_subset",10,1170.5244414181,0.606666666666667,1,4.10907628725065,0.573678088639925,0.5296,917.850203548316,3.35922968860214,0.546691642673446,0.4999,"observed"
"Beta_SSE2444","random_X_and_Beta","nonzero",50,"glmnet_subset",11,1109.97378426126,0.606666666666667,1,3.90577407253365,0.57106664099792,0.5278,817.644403086527,3.07070241359089,0.536720714418727,0.5037,"observed"
"Beta_SSE2445","random_X_and_Beta","nonzero",50,"glmnet_subset",12,1096.02761346588,0.577777777777778,1,3.91790317921724,0.571017460970018,0.5394,851.410630381179,3.19299468512647,0.544603644638031,0.5184,"observed"
"Beta_SSE2446","random_X_and_Beta","nonzero",50,"glmnet_subset",13,1186.13733956476,0.611111111111111,1,4.16658811287229,0.58531216986906,0.555,918.899718788939,3.3849187826841,0.556932188698912,0.5323,"observed"
"Beta_SSE2447","random_X_and_Beta","nonzero",50,"glmnet_subset",14,1180.35469928247,0.611111111111111,1,4.00469870283978,0.570353711312861,0.5174,870.463220511473,3.11463182786943,0.533500066019991,0.5054,"observed"
"Beta_SSE2448","random_X_and_Beta","nonzero",50,"glmnet_subset",15,1150.21873115475,0.635555555555556,1,4.02546189743674,0.57299399631632,0.5415,877.529586866112,3.26479917673987,0.544796409583696,0.5188,"observed"
"Beta_SSE2449","random_X_and_Beta","nonzero",50,"glmnet_subset",16,1143.86480455448,0.586666666666667,1,4.01952070415887,0.567950549515602,0.5144,864.125773028039,3.13457936956302,0.531690296171033,0.4987,"observed"
"Beta_SSE2450","random_X_and_Beta","nonzero",50,"glmnet_subset",17,1181.21261663007,0.58,1,3.91098898416391,0.560781098927313,0.5111,891.210453932382,3.03246240756576,0.523758192049153,0.4952,"observed"
"Beta_SSE2451","random_X_and_Beta","nonzero",50,"glmnet_subset",18,1112.3727417818,0.642222222222222,1,3.90643187122354,0.569666889188074,0.5305,837.603303103995,3.20359025013184,0.543040747475065,0.5044,"observed"
"Beta_SSE2452","random_X_and_Beta","nonzero",50,"glmnet_subset",19,1144.78707950331,0.584444444444444,1,4.0402418964705,0.576572283794314,0.5395,869.617905770172,3.20554126180901,0.543448582150784,0.5231,"observed"
"Beta_SSE2453","random_X_and_Beta","nonzero",50,"glmnet_subset",2,1195.58112766237,0.62,1,3.99423967384836,0.565657232290278,0.5197,904.313604522999,3.22478672472567,0.536702768139388,0.4936,"observed"
"Beta_SSE2454","random_X_and_Beta","nonzero",50,"glmnet_subset",20,1169.95076525218,0.582222222222222,1,3.95518638236474,0.566525559392764,0.5217,880.771112068656,3.11484083125624,0.531659033801272,0.5009,"observed"
"Beta_SSE2455","random_X_and_Beta","nonzero",50,"glmnet_subset",21,1082.56441863189,0.622222222222222,1,3.81969374979314,0.568305919223501,0.5356,803.586226054558,3.1118134080964,0.537929022043726,0.5054,"observed"
"Beta_SSE2456","random_X_and_Beta","nonzero",50,"glmnet_subset",22,1117.27836444138,0.593333333333333,1,3.91918258668452,0.569500555578294,0.5277,844.302930884324,3.19233382933915,0.539901487585498,0.5148,"observed"
"Beta_SSE2457","random_X_and_Beta","nonzero",50,"glmnet_subset",23,1141.00388888219,0.626666666666667,1,3.87109748098986,0.570621617922855,0.5333,862.320211835147,3.14830461024716,0.54306981587009,0.513,"observed"
"Beta_SSE2458","random_X_and_Beta","nonzero",50,"glmnet_subset",24,1099.03364894732,0.571111111111111,1,3.7328672713298,0.560989469629006,0.5223,820.753653498721,3.00763152329906,0.529301184589673,0.5087,"observed"
"Beta_SSE2459","random_X_and_Beta","nonzero",50,"glmnet_subset",25,1175.11520925102,0.591111111111111,1,4.07247426540231,0.572111071938463,0.52,906.404807111491,3.2436164418582,0.539598760771103,0.4999,"observed"
"Beta_SSE2460","random_X_and_Beta","nonzero",50,"glmnet_subset",26,1165.54239337708,0.588888888888889,1,3.94834463908361,0.571317591687479,0.5353,871.516095117344,3.13652514464663,0.53903758883261,0.5148,"observed"
"Beta_SSE2461","random_X_and_Beta","nonzero",50,"glmnet_subset",27,1160.63678943982,0.615555555555556,1,4.18109233299977,0.583156999641962,0.5422,883.319418345136,3.36955364935062,0.555605762926243,0.5127,"observed"
"Beta_SSE2462","random_X_and_Beta","nonzero",50,"glmnet_subset",28,1116.4773933766,0.568888888888889,1,3.77978318789173,0.562827963389808,0.5197,835.422909160505,3.00171639258536,0.530103117012316,0.4993,"observed"
"Beta_SSE2463","random_X_and_Beta","nonzero",50,"glmnet_subset",29,1242.33939529954,0.622222222222222,1,4.2215766098942,0.579077543231584,0.5312,944.592933540947,3.38629718358779,0.548131882621679,0.5074,"observed"
"Beta_SSE2464","random_X_and_Beta","nonzero",50,"glmnet_subset",3,1087.70423233135,0.573333333333333,1,3.91092417340672,0.563131782884736,0.5086,806.135334278462,3.06046438588871,0.527799670923788,0.4869,"observed"
"Beta_SSE2465","random_X_and_Beta","nonzero",50,"glmnet_subset",30,1171.72699704358,0.544444444444444,1,3.89130629878458,0.560281615918826,0.5109,853.936240427247,2.97096684987242,0.518885356077456,0.4924,"observed"
"Beta_SSE2466","random_X_and_Beta","nonzero",50,"glmnet_subset",31,1152.53076218145,0.622222222222222,1,3.82391965839518,0.562624378966312,0.5262,863.132431267703,3.03957166504163,0.530575516852665,0.5104,"observed"
